DE0001	A1	A1-01	基础代词/限定词	alle	Indefinitpronomen	所有			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0002	A1	A1-01	基础代词/限定词	dein	Possessivartikel	你的			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0003	A1	A1-01	基础代词/限定词	dich	Pronomen	你（第四格）			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0004	A1	A1-01	基础代词/限定词	diese	Demonstrativartikel	这个/这些			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0005	A1	A1-01	基础代词/限定词	dieser	Demonstrativartikel	这个			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0006	A1	A1-01	基础代词/限定词	dieses	Demonstrativartikel	这个			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0007	A1	A1-01	基础代词/限定词	du	Pronomen	你			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0008	A1	A1-01	基础代词/限定词	er	Pronomen	他			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0009	A1	A1-01	基础代词/限定词	es	Pronomen	它			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0010	A1	A1-01	基础代词/限定词	etwas	Pronomen	某事；一点儿			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0011	A1	A1-01	基础代词/限定词	euch	Pronomen	你们（宾格/与格）			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0012	A1	A1-01	基础代词/限定词	euer	Possessivartikel	你们的			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0013	A1	A1-01	基础代词/限定词	ich	Pronomen	我			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0014	A1	A1-01	基础代词/限定词	ihm	Pronomen	他/它（第三格）			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0015	A1	A1-01	基础代词/限定词	ihr	Pronomen	你们			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0016	A1	A1-01	基础代词/限定词	jeder	Indefinitpronomen	每个			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0017	A1	A1-01	基础代词/限定词	jemand	Pronomen	某人			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0018	A1	A1-01	基础代词/限定词	man	Pronomen	人们；一般人			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0019	A1	A1-01	基础代词/限定词	mein	Possessivartikel	我的			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0020	A1	A1-01	基础代词/限定词	mich	Pronomen	我（第四格）			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0021	A1	A1-01	基础代词/限定词	nichts	Pronomen	没有东西			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0022	A1	A1-01	基础代词/限定词	niemand	Pronomen	没有人			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0023	A1	A1-01	基础代词/限定词	sein	Possessivartikel	他的/它的			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0024	A1	A1-01	基础代词/限定词	sie	Pronomen	她；他们			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0025	A1	A1-01	基础代词/限定词	uns	Pronomen	我们（宾格/与格）			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0026	A1	A1-01	基础代词/限定词	unser	Possessivartikel	我们的			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0027	A1	A1-01	基础代词/限定词	wann	Fragewort	什么时候			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0028	A1	A1-01	基础代词/限定词	warum	Fragewort	为什么			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0029	A1	A1-01	基础代词/限定词	was	Fragewort	什么			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0030	A1	A1-01	基础代词/限定词	welcher	Fragewort	哪个			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0031	A1	A1-01	基础代词/限定词	wer	Fragewort	谁			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0032	A1	A1-01	基础代词/限定词	wie	Fragewort	怎样；多么			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0033	A1	A1-01	基础代词/限定词	wie viel	Fragewort	多少			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0034	A1	A1-01	基础代词/限定词	wie viele	Fragewort	多少个			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0035	A1	A1-01	基础代词/限定词	wir	Pronomen	我们			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0036	A1	A1-01	基础代词/限定词	wo	Fragewort	哪里			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0037	A1	A1-01	基础代词/限定词	woher	Fragewort	从哪里来			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0038	A1	A1-01	基础代词/限定词	wohin	Fragewort	去哪里			单词	2	de::A1::基础代词_限定词	保留：筛掉自动拼接问题后保留	未开始
DE0039	A1	A1-02	基础连接/介词/副词	aber	Konnektor	但是			单词	2	de::A1::基础连接_介词_副词	保留：筛掉自动拼接问题后保留	未开始
DE0040	A1	A1-02	基础连接/介词/副词	an	Präposition	在……旁/上；在某时间			单词	2	de::A1::基础连接_介词_副词	保留：筛掉自动拼接问题后保留	未开始
DE0041	A1	A1-02	基础连接/介词/副词	auch	Adverb	也			单词	2	de::A1::基础连接_介词_副词	保留：筛掉自动拼接问题后保留	未开始
DE0042	A1	A1-02	基础连接/介词/副词	auf	Präposition	在……上面			单词	2	de::A1::基础连接_介词_副词	保留：筛掉自动拼接问题后保留	未开始
